name,longitude,latitude
Heteromys teleus,-78.86666667,0.016666667
Heteromys teleus,-78.791616,0.026217
Heteromys teleus,-78.8456,0.212497
Heteromys teleus,-79,-0.4167
Heteromys teleus,-79.466667,0.3333
Heteromys teleus,-80.633333,-1.7667
Heteromys teleus,-80.616667,-1.7833
Heteromys teleus,-79.333333,-0.5667
Heteromys teleus,-79.583333,-1.3333
Heteromys teleus,-79.383333,0
